id,Geographic Area Name,Total_Population_18plus,Less than high school graduate,High school graduate,Some college or associate's degree,Bachelor's degree or higher,zcta
8600000US93551,ZCTA5 93551,37805,4574,8397,15196,9638,93551
8600000US93552,ZCTA5 93552,27750,7758,8071,9080,2841,93552
8600000US93553,ZCTA5 93553,1395,364,412,375,244,93553
8600000US93554,ZCTA5 93554,125,26,69,22,8,93554
8600000US93555,ZCTA5 93555,24900,2359,6498,9525,6518,93555
8600000US93558,ZCTA5 93558,26,0,9,17,0,93558
8600000US93560,ZCTA5 93560,15213,3104,4665,4964,2480,93560
8600000US93561,ZCTA5 93561,27035,3894,7520,10933,4688,93561
8600000US93562,ZCTA5 93562,1273,202,377,564,130,93562
8600000US93563,ZCTA5 93563,350,40,67,163,80,93563
8600000US93591,ZCTA5 93591,4639,1535,1387,1439,278,93591
8600000US93592,ZCTA5 93592,101,0,57,26,18,93592
8600000US93601,ZCTA5 93601,1407,169,630,478,130,93601
8600000US93602,ZCTA5 93602,2788,306,560,1302,620,93602
8600000US93603,ZCTA5 93603,175,53,0,59,63,93603
8600000US93604,ZCTA5 93604,510,11,125,223,151,93604
8600000US93605,ZCTA5 93605,114,7,37,33,37,93605
8600000US93606,ZCTA5 93606,684,282,167,185,50,93606
8600000US93608,ZCTA5 93608,930,579,205,146,0,93608
8600000US93609,ZCTA5 93609,3811,1355,984,942,530,93609
8600000US93610,ZCTA5 93610,17890,4600,5031,6709,1550,93610
8600000US93611,ZCTA5 93611,35612,2748,7385,14183,11296,93611
8600000US93612,ZCTA5 93612,26123,3518,6766,11409,4430,93612
8600000US93614,ZCTA5 93614,9464,563,2863,3698,2340,93614
8600000US93615,ZCTA5 93615,4226,2065,1065,1054,42,93615
8600000US93616,ZCTA5 93616,1810,681,416,477,236,93616
8600000US93618,ZCTA5 93618,20708,6524,6641,5411,2132,93618
8600000US93619,ZCTA5 93619,28493,1442,4196,10653,12202,93619
8600000US93620,ZCTA5 93620,6446,2158,1887,1664,737,93620
8600000US93621,ZCTA5 93621,95,0,0,19,76,93621
8600000US93622,ZCTA5 93622,7163,3501,1813,1473,376,93622
8600000US93623,ZCTA5 93623,114,10,2,22,80,93623
8600000US93624,ZCTA5 93624,563,353,99,59,52,93624
8600000US93625,ZCTA5 93625,5771,1285,1661,1728,1097,93625
8600000US93626,ZCTA5 93626,1806,183,313,588,722,93626
8600000US93627,ZCTA5 93627,147,67,0,80,0,93627
8600000US93628,ZCTA5 93628,83,0,32,14,37,93628
8600000US93630,ZCTA5 93630,13933,5153,3969,3804,1007,93630
8600000US93631,ZCTA5 93631,11544,1818,2734,3967,3025,93631
8600000US93633,ZCTA5 93633,0,0,0,0,0,93633
8600000US93634,ZCTA5 93634,22,6,3,5,8,93634
8600000US93635,ZCTA5 93635,27172,7797,8521,8209,2645,93635
8600000US93636,ZCTA5 93636,9927,1335,2373,3855,2364,93636
8600000US93637,ZCTA5 93637,28089,8339,7105,9359,3286,93637
8600000US93638,ZCTA5 93638,33741,14579,7759,9011,2392,93638
8600000US93640,ZCTA5 93640,8455,5050,1748,1497,160,93640
8600000US93641,ZCTA5 93641,223,19,81,121,2,93641
8600000US93643,ZCTA5 93643,2231,253,593,920,465,93643
8600000US93644,ZCTA5 93644,7417,608,2036,3149,1624,93644
8600000US93645,ZCTA5 93645,148,0,78,40,30,93645
8600000US93646,ZCTA5 93646,7340,3185,1883,1993,279,93646
8600000US93647,ZCTA5 93647,7500,2831,2057,2138,474,93647
8600000US93648,ZCTA5 93648,10705,4924,3032,2218,531,93648
8600000US93650,ZCTA5 93650,2409,462,916,915,116,93650
8600000US93651,ZCTA5 93651,1447,132,404,594,317,93651
8600000US93652,ZCTA5 93652,434,230,120,84,0,93652
8600000US93653,ZCTA5 93653,1109,127,320,415,247,93653
8600000US93654,ZCTA5 93654,21206,6055,5086,7435,2630,93654
8600000US93656,ZCTA5 93656,4256,1613,1222,1017,404,93656
8600000US93657,ZCTA5 93657,25066,6121,6676,8486,3783,93657
8600000US93660,ZCTA5 93660,2659,1464,537,555,103,93660
8600000US93662,ZCTA5 93662,21524,6024,6332,7053,2115,93662
8600000US93664,ZCTA5 93664,356,0,78,119,159,93664
8600000US93665,ZCTA5 93665,479,194,126,146,13,93665
8600000US93666,ZCTA5 93666,495,240,146,101,8,93666
8600000US93667,ZCTA5 93667,1823,205,422,838,358,93667
8600000US93668,ZCTA5 93668,786,367,134,200,85,93668
8600000US93669,ZCTA5 93669,214,41,75,67,31,93669
8600000US93673,ZCTA5 93673,520,233,191,86,10,93673
8600000US93675,ZCTA5 93675,2839,407,870,1029,533,93675
8600000US93701,ZCTA5 93701,6865,3171,1689,1702,303,93701
8600000US93702,ZCTA5 93702,29870,13044,7598,7689,1539,93702
8600000US93703,ZCTA5 93703,22468,7056,5553,8193,1666,93703
8600000US93704,ZCTA5 93704,22684,3193,4709,8212,6570,93704
8600000US93705,ZCTA5 93705,26159,5615,7606,9874,3064,93705
8600000US93706,ZCTA5 93706,27306,9692,7619,7876,2119,93706
8600000US93710,ZCTA5 93710,26480,2295,6271,12363,5551,93710
8600000US93711,ZCTA5 93711,31112,1929,5557,10978,12648,93711
8600000US93720,ZCTA5 93720,36115,2218,5416,12071,16410,93720
8600000US93721,ZCTA5 93721,6693,2402,1693,1769,829,93721
8600000US93722,ZCTA5 93722,59318,11164,15799,22344,10011,93722
8600000US93723,ZCTA5 93723,9909,1807,2777,3374,1951,93723
8600000US93725,ZCTA5 93725,18184,6622,4822,5092,1648,93725
8600000US93726,ZCTA5 93726,30466,6287,7713,12483,3983,93726
8600000US93727,ZCTA5 93727,57965,11867,14551,21121,10426,93727
8600000US93728,ZCTA5 93728,12153,3533,2784,4120,1716,93728
8600000US93730,ZCTA5 93730,9421,307,1155,2494,5465,93730
8600000US93901,ZCTA5 93901,20853,4581,4371,7269,4632,93901
8600000US93905,ZCTA5 93905,39003,21989,8543,6641,1830,93905
8600000US93906,ZCTA5 93906,45798,13900,12181,13951,5766,93906
8600000US93907,ZCTA5 93907,18348,3313,4644,6608,3783,93907
8600000US93908,ZCTA5 93908,9801,1184,1417,2809,4391,93908
8600000US93920,ZCTA5 93920,1239,202,250,362,425,93920
8600000US93921,ZCTA5 93921,2889,31,338,556,1964,93921
8600000US93923,ZCTA5 93923,10621,489,1207,2694,6231,93923
8600000US93924,ZCTA5 93924,5314,498,647,1771,2398,93924
8600000US93925,ZCTA5 93925,1396,643,295,347,111,93925
8600000US93926,ZCTA5 93926,6248,2597,1172,1991,488,93926
8600000US93927,ZCTA5 93927,12154,5992,3047,2522,593,93927
8600000US93928,ZCTA5 93928,803,4,230,471,98,93928
8600000US93930,ZCTA5 93930,11642,5666,2558,2587,831,93930
8600000US93932,ZCTA5 93932,505,14,255,162,74,93932
8600000US93933,ZCTA5 93933,19626,2334,3845,8043,5404,93933
8600000US93940,ZCTA5 93940,27284,1978,3308,8930,13068,93940
8600000US93943,ZCTA5 93943,0,0,0,0,0,93943
8600000US93950,ZCTA5 93950,12634,473,1814,3816,6531,93950
8600000US93953,ZCTA5 93953,3522,91,425,963,2043,93953
8600000US93954,ZCTA5 93954,342,140,117,85,0,93954
8600000US93955,ZCTA5 93955,26027,4488,6403,9664,5472,93955
8600000US93960,ZCTA5 93960,20777,8048,5827,5582,1320,93960
8600000US93962,ZCTA5 93962,397,0,103,200,94,93962
8600000US94002,ZCTA5 94002,20916,921,2259,4903,12833,94002
8600000US94005,ZCTA5 94005,3853,307,619,866,2061,94005
8600000US94010,ZCTA5 94010,32497,1464,3287,5740,22006,94010
8600000US94014,ZCTA5 94014,40933,6736,8991,12254,12952,94014
8600000US94015,ZCTA5 94015,55165,5371,10302,18950,20542,94015
8600000US94019,ZCTA5 94019,16682,2061,2429,3999,8193,94019
8600000US94020,ZCTA5 94020,1506,2,183,391,930,94020
8600000US94021,ZCTA5 94021,511,88,109,114,200,94021
8600000US94022,ZCTA5 94022,14806,360,734,1557,12155,94022
8600000US94024,ZCTA5 94024,17470,289,691,2156,14334,94024
8600000US94025,ZCTA5 94025,32406,2190,3311,5626,21279,94025
8600000US94027,ZCTA5 94027,5752,123,422,941,4266,94027
8600000US94028,ZCTA5 94028,5458,191,464,620,4183,94028
8600000US94030,ZCTA5 94030,18300,1284,3100,4721,9195,94030
8600000US94037,ZCTA5 94037,2289,0,557,553,1179,94037
8600000US94038,ZCTA5 94038,2460,166,405,553,1336,94038
8600000US94040,ZCTA5 94040,28383,2075,2656,4345,19307,94040
8600000US94041,ZCTA5 94041,12149,886,1397,1883,7983,94041
8600000US94043,ZCTA5 94043,25208,1626,2478,4349,16755,94043
8600000US94044,ZCTA5 94044,31508,1337,5920,10536,13715,94044
8600000US94060,ZCTA5 94060,777,219,159,44,355,94060
8600000US94061,ZCTA5 94061,30713,4123,5197,7653,13740,94061
8600000US94062,ZCTA5 94062,22484,988,2474,4727,14295,94062
8600000US94063,ZCTA5 94063,26396,6697,6192,5950,7557,94063
8600000US94065,ZCTA5 94065,9649,256,889,1332,7172,94065
8600000US94066,ZCTA5 94066,35104,3823,5608,11138,14535,94066
8600000US94070,ZCTA5 94070,23386,653,2262,4850,15621,94070
8600000US94074,ZCTA5 94074,145,0,62,59,24,94074
8600000US94080,ZCTA5 94080,55142,7244,11970,17446,18482,94080
8600000US94085,ZCTA5 94085,18856,2751,2674,3639,9792,94085
8600000US94086,ZCTA5 94086,40442,3029,3766,6809,26838,94086
8600000US94087,ZCTA5 94087,42597,1279,3806,7652,29860,94087
8600000US94089,ZCTA5 94089,19166,2260,2982,4476,9448,94089
8600000US94102,ZCTA5 94102,28410,4428,4587,5829,13566,94102
8600000US94103,ZCTA5 94103,27970,2702,4372,6282,14614,94103
8600000US94104,ZCTA5 94104,375,115,66,60,134,94104
8600000US94105,ZCTA5 94105,9882,185,597,1017,8083,94105
8600000US94107,ZCTA5 94107,27920,2364,2502,4117,18937,94107
8600000US94108,ZCTA5 94108,12972,3118,1634,2017,6203,94108
8600000US94109,ZCTA5 94109,53922,4421,5352,8730,35419,94109
8600000US94110,ZCTA5 94110,61507,7500,7143,11468,35396,94110
8600000US94111,ZCTA5 94111,3314,218,296,387,2413,94111
8600000US94112,ZCTA5 94112,70702,14709,15263,18706,22024,94112
8600000US94114,ZCTA5 94114,30968,731,1487,4822,23928,94114
8600000US94115,ZCTA5 94115,30368,1686,3158,4286,21238,94115
8600000US94116,ZCTA5 94116,39743,4330,5569,8851,20993,94116
8600000US94117,ZCTA5 94117,40084,1191,3424,6693,28776,94117
8600000US94118,ZCTA5 94118,36178,2718,2663,6033,24764,94118
8600000US94121,ZCTA5 94121,37177,3436,4193,8397,21151,94121
8600000US94122,ZCTA5 94122,53344,4671,5767,11090,31816,94122
8600000US94123,ZCTA5 94123,23245,475,1042,2006,19722,94123
8600000US94124,ZCTA5 94124,27694,6284,6568,7756,7086,94124
8600000US94127,ZCTA5 94127,16950,787,1325,3812,11026,94127
8600000US94128,ZCTA5 94128,146,14,46,66,20,94128
8600000US94129,ZCTA5 94129,3261,86,188,428,2559,94129
8600000US94130,ZCTA5 94130,2646,299,912,808,627,94130
8600000US94131,ZCTA5 94131,24835,947,1815,4265,17808,94131
8600000US94132,ZCTA5 94132,27724,2072,4304,9913,11435,94132
8600000US94133,ZCTA5 94133,24190,5933,2868,3635,11754,94133
8600000US94134,ZCTA5 94134,34706,7461,8458,10298,8489,94134
8600000US94158,ZCTA5 94158,7328,358,447,1117,5406,94158
8600000US94301,ZCTA5 94301,13223,361,709,1496,10657,94301
8600000US94303,ZCTA5 94303,34928,7279,5988,6302,15359,94303
8600000US94304,ZCTA5 94304,3131,98,74,349,2610,94304
8600000US94305,ZCTA5 94305,15364,113,2847,4535,7869,94305
8600000US94306,ZCTA5 94306,21152,779,983,3058,16332,94306
8600000US94401,ZCTA5 94401,28288,5446,4668,7335,10839,94401
8600000US94402,ZCTA5 94402,19824,897,2558,3976,12393,94402
8600000US94403,ZCTA5 94403,35323,2254,4869,8433,19767,94403
8600000US94404,ZCTA5 94404,29185,1133,2501,5864,19687,94404
8600000US94501,ZCTA5 94501,51287,5185,7034,13142,25926,94501
8600000US94502,ZCTA5 94502,11279,606,1067,2606,7000,94502
8600000US94503,ZCTA5 94503,15079,2177,2974,5808,4120,94503
8600000US94505,ZCTA5 94505,12630,582,2945,5475,3628,94505
8600000US94506,ZCTA5 94506,18262,665,1641,3701,12255,94506
8600000US94507,ZCTA5 94507,11661,319,755,2368,8219,94507
8600000US94508,ZCTA5 94508,3457,268,449,1709,1031,94508
8600000US94509,ZCTA5 94509,50899,8349,14765,20127,7658,94509
8600000US94510,ZCTA5 94510,22698,761,4235,8151,9551,94510
8600000US94511,ZCTA5 94511,1814,418,423,797,176,94511
8600000US94512,ZCTA5 94512,16,0,0,16,0,94512
8600000US94513,ZCTA5 94513,47526,3700,10438,19342,14046,94513
8600000US94514,ZCTA5 94514,1090,136,341,380,233,94514
8600000US94515,ZCTA5 94515,6184,892,1075,2038,2179,94515
8600000US94516,ZCTA5 94516,95,3,9,15,68,94516
8600000US94517,ZCTA5 94517,10639,391,1447,3494,5307,94517
8600000US94518,ZCTA5 94518,23440,2164,4152,7867,9257,94518
8600000US94519,ZCTA5 94519,15728,1337,3573,5750,5068,94519
8600000US94520,ZCTA5 94520,30085,5802,6765,10410,7108,94520
8600000US94521,ZCTA5 94521,34685,2128,6266,12495,13796,94521
8600000US94523,ZCTA5 94523,28340,1069,3524,9269,14478,94523
8600000US94525,ZCTA5 94525,2772,119,541,1032,1080,94525
8600000US94526,ZCTA5 94526,25410,705,2534,5988,16183,94526
8600000US94528,ZCTA5 94528,384,0,21,56,307,94528
8600000US94530,ZCTA5 94530,21493,1128,2367,4945,13053,94530
8600000US94531,ZCTA5 94531,32659,3346,7891,13151,8271,94531
8600000US94533,ZCTA5 94533,56635,9279,15508,20785,11063,94533
8600000US94534,ZCTA5 94534,30356,1669,5620,11751,11316,94534
8600000US94535,ZCTA5 94535,2302,52,421,1042,787,94535
8600000US94536,ZCTA5 94536,57498,4082,11839,13712,27865,94536
8600000US94538,ZCTA5 94538,54255,4344,12570,12640,24701,94538
8600000US94539,ZCTA5 94539,41692,1844,3877,6712,29259,94539
8600000US94541,ZCTA5 94541,51280,8670,13690,15290,13630,94541
8600000US94542,ZCTA5 94542,12369,1044,2057,4137,5131,94542
8600000US94544,ZCTA5 94544,61122,11042,20070,17724,12286,94544
8600000US94545,ZCTA5 94545,26498,3799,7205,8398,7096,94545
8600000US94546,ZCTA5 94546,34982,2810,7338,10819,14015,94546
8600000US94547,ZCTA5 94547,20615,1528,3275,7399,8413,94547
8600000US94548,ZCTA5 94548,249,0,38,169,42,94548
8600000US94549,ZCTA5 94549,22459,668,1452,4895,15444,94549
8600000US94550,ZCTA5 94550,38904,2038,6757,12494,17615,94550
8600000US94551,ZCTA5 94551,35397,3025,6433,11570,14369,94551
8600000US94552,ZCTA5 94552,11689,680,1314,2932,6763,94552
8600000US94553,ZCTA5 94553,39656,2526,8215,14554,14361,94553
8600000US94555,ZCTA5 94555,28395,1656,4344,6116,16279,94555
8600000US94556,ZCTA5 94556,12642,189,1113,2944,8396,94556
8600000US94558,ZCTA5 94558,53700,7712,10751,17631,17606,94558
8600000US94559,ZCTA5 94559,21629,3327,4481,7365,6456,94559
8600000US94560,ZCTA5 94560,37156,3762,11300,10549,11545,94560
8600000US94561,ZCTA5 94561,30213,3724,8496,12662,5331,94561
8600000US94563,ZCTA5 94563,15086,469,507,2128,11982,94563
8600000US94564,ZCTA5 94564,15945,1635,2974,6589,4747,94564
8600000US94565,ZCTA5 94565,72728,15970,19719,24555,12484,94565
8600000US94566,ZCTA5 94566,35113,1634,4008,8344,21127,94566
8600000US94567,ZCTA5 94567,493,55,126,170,142,94567
8600000US94568,ZCTA5 94568,41139,2032,4865,8544,25698,94568
8600000US94569,ZCTA5 94569,180,32,0,84,64,94569
8600000US94571,ZCTA5 94571,9522,930,2085,3511,2996,94571
8600000US94572,ZCTA5 94572,8057,1192,2015,3026,1824,94572
8600000US94573,ZCTA5 94573,29,0,0,17,12,94573
8600000US94574,ZCTA5 94574,7386,823,1271,1804,3488,94574
8600000US94575,ZCTA5 94575,1178,4,472,654,48,94575
8600000US94576,ZCTA5 94576,105,25,28,26,26,94576
8600000US94577,ZCTA5 94577,38720,5997,8700,11579,12444,94577
8600000US94578,ZCTA5 94578,32375,6359,8286,9875,7855,94578
8600000US94579,ZCTA5 94579,18020,3100,4817,4928,5175,94579
8600000US94580,ZCTA5 94580,23850,4013,6458,7587,5792,94580
8600000US94582,ZCTA5 94582,29424,884,2439,5223,20878,94582
8600000US94583,ZCTA5 94583,26154,1308,2843,5934,16069,94583
8600000US94585,ZCTA5 94585,22514,2378,6037,9791,4308,94585
8600000US94586,ZCTA5 94586,688,43,113,219,313,94586
8600000US94587,ZCTA5 94587,60636,5645,15256,16686,23049,94587
8600000US94588,ZCTA5 94588,27696,1037,2938,5891,17830,94588
8600000US94589,ZCTA5 94589,23922,3572,7226,8397,4727,94589
8600000US94590,ZCTA5 94590,29360,4843,8391,10457,5669,94590
8600000US94591,ZCTA5 94591,44994,3693,10984,17923,12394,94591
8600000US94592,ZCTA5 94592,810,41,70,216,483,94592
8600000US94595,ZCTA5 94595,16007,317,1662,3953,10075,94595
8600000US94596,ZCTA5 94596,18117,512,1763,4008,11834,94596
8600000US94597,ZCTA5 94597,18833,542,1653,4452,12186,94597
8600000US94598,ZCTA5 94598,21768,690,1658,4460,14960,94598
8600000US94599,ZCTA5 94599,2882,185,544,1003,1150,94599
8600000US94601,ZCTA5 94601,39900,12738,8528,10437,8197,94601
8600000US94602,ZCTA5 94602,24149,3354,3246,5810,11739,94602
8600000US94603,ZCTA5 94603,25700,7840,8339,6490,3031,94603
8600000US94605,ZCTA5 94605,34239,4799,7036,11018,11386,94605
8600000US94606,ZCTA5 94606,32021,7126,5827,7828,11240,94606
8600000US94607,ZCTA5 94607,22659,3588,3780,5926,9365,94607
8600000US94608,ZCTA5 94608,27327,1571,3318,6715,15723,94608
8600000US94609,ZCTA5 94609,20288,1819,3112,4026,11331,94609
8600000US94610,ZCTA5 94610,27424,1287,2452,4736,18949,94610
8600000US94611,ZCTA5 94611,32082,1103,2231,5619,23129,94611
8600000US94612,ZCTA5 94612,14566,2122,1387,3265,7792,94612
8600000US94613,ZCTA5 94613,821,0,215,544,62,94613
8600000US94618,ZCTA5 94618,13974,444,778,1928,10824,94618
8600000US94619,ZCTA5 94619,19191,1991,2916,5265,9019,94619
8600000US94621,ZCTA5 94621,24047,9327,5889,6482,2349,94621
8600000US94702,ZCTA5 94702,13887,831,1401,3182,8473,94702
8600000US94703,ZCTA5 94703,17986,857,1328,3734,12067,94703
8600000US94704,ZCTA5 94704,28654,574,5875,13335,8870,94704
8600000US94705,ZCTA5 94705,11755,225,746,1626,9158,94705
8600000US94706,ZCTA5 94706,15713,912,1123,2665,11013,94706
8600000US94707,ZCTA5 94707,9693,185,382,1003,8123,94707
8600000US94708,ZCTA5 94708,9326,120,349,989,7868,94708
8600000US94709,ZCTA5 94709,10899,221,942,2514,7222,94709
8600000US94710,ZCTA5 94710,6303,412,738,1766,3387,94710
8600000US94720,ZCTA5 94720,2701,7,977,1297,420,94720
8600000US94801,ZCTA5 94801,23031,7446,5597,6290,3698,94801
8600000US94803,ZCTA5 94803,21289,2122,4099,7240,7828,94803
8600000US94804,ZCTA5 94804,31522,6059,8134,9357,7972,94804
8600000US94805,ZCTA5 94805,11657,1613,2071,3876,4097,94805
8600000US94806,ZCTA5 94806,49953,11889,13019,16826,8219,94806
8600000US94850,ZCTA5 94850,0,0,0,0,0,94850
8600000US94901,ZCTA5 94901,31833,5595,4127,7644,14467,94901
8600000US94903,ZCTA5 94903,24500,1752,3085,6036,13627,94903
8600000US94904,ZCTA5 94904,10052,420,790,2001,6841,94904
8600000US94920,ZCTA5 94920,10033,182,655,1524,7672,94920
8600000US94922,ZCTA5 94922,777,41,224,224,288,94922
8600000US94923,ZCTA5 94923,808,15,68,270,455,94923
8600000US94924,ZCTA5 94924,1022,7,114,320,581,94924
8600000US94925,ZCTA5 94925,7337,108,714,1769,4746,94925
8600000US94928,ZCTA5 94928,35830,2832,8517,15117,9364,94928
8600000US94929,ZCTA5 94929,167,0,9,72,86,94929
8600000US94930,ZCTA5 94930,7202,354,853,1847,4148,94930
8600000US94931,ZCTA5 94931,6800,581,1574,2617,2028,94931
8600000US94933,ZCTA5 94933,602,58,70,192,282,94933
8600000US94937,ZCTA5 94937,695,82,123,119,371,94937
8600000US94938,ZCTA5 94938,779,0,137,256,386,94938
8600000US94939,ZCTA5 94939,5585,101,405,958,4121,94939
8600000US94940,ZCTA5 94940,279,0,47,103,129,94940
8600000US94941,ZCTA5 94941,24840,573,1785,4561,17921,94941
8600000US94945,ZCTA5 94945,15546,1504,2348,4949,6745,94945
8600000US94946,ZCTA5 94946,556,41,54,147,314,94946
8600000US94947,ZCTA5 94947,21021,1386,3590,6763,9282,94947
8600000US94949,ZCTA5 94949,15099,745,2764,4624,6966,94949
8600000US94950,ZCTA5 94950,112,0,0,48,64,94950
8600000US94951,ZCTA5 94951,3714,383,501,1312,1518,94951
8600000US94952,ZCTA5 94952,28429,2646,4475,9800,11508,94952
8600000US94954,ZCTA5 94954,30454,2961,6514,10991,9988,94954
8600000US94956,ZCTA5 94956,1022,52,106,298,566,94956
8600000US94957,ZCTA5 94957,914,76,4,175,659,94957
8600000US94960,ZCTA5 94960,12290,494,833,2473,8490,94960
8600000US94963,ZCTA5 94963,278,20,62,6,190,94963
8600000US94964,ZCTA5 94964,3155,1211,848,864,232,94964
8600000US94965,ZCTA5 94965,9703,276,854,2578,5995,94965
8600000US94970,ZCTA5 94970,679,7,100,146,426,94970
8600000US94971,ZCTA5 94971,226,0,22,45,159,94971
8600000US94972,ZCTA5 94972,25,13,0,12,0,94972
8600000US94973,ZCTA5 94973,1100,58,136,305,601,94973
8600000US95002,ZCTA5 95002,1776,419,514,468,375,95002
8600000US95003,ZCTA5 95003,20766,980,2558,6531,10697,95003
8600000US95004,ZCTA5 95004,3014,303,548,1273,890,95004
8600000US95005,ZCTA5 95005,6232,249,975,2726,2282,95005
8600000US95006,ZCTA5 95006,8023,314,1137,3681,2891,95006
8600000US95007,ZCTA5 95007,344,78,168,76,22,95007
8600000US95008,ZCTA5 95008,36646,2149,5830,10109,18558,95008
8600000US95010,ZCTA5 95010,7144,701,1109,2859,2475,95010
8600000US95012,ZCTA5 95012,7003,3388,1548,1433,634,95012
8600000US95013,ZCTA5 95013,66,0,33,15,18,95013
8600000US95014,ZCTA5 95014,46035,1495,3295,6893,34352,95014
8600000US95017,ZCTA5 95017,561,62,118,182,199,95017
8600000US95018,ZCTA5 95018,5654,324,660,1845,2825,95018
8600000US95019,ZCTA5 95019,5383,2395,1100,1507,381,95019
8600000US95020,ZCTA5 95020,46787,8957,10000,16050,11780,95020
8600000US95023,ZCTA5 95023,39279,7612,10450,14662,6555,95023
8600000US95030,ZCTA5 95030,10510,226,814,1723,7747,95030
8600000US95032,ZCTA5 95032,19909,744,1991,4115,13059,95032
8600000US95033,ZCTA5 95033,7712,183,931,1715,4883,95033
8600000US95035,ZCTA5 95035,62484,7022,10477,14735,30250,95035
8600000US95037,ZCTA5 95037,38840,3437,7030,12751,15622,95037
8600000US95039,ZCTA5 95039,753,331,186,185,51,95039
8600000US95041,ZCTA5 95041,258,69,53,71,65,95041
8600000US95043,ZCTA5 95043,614,113,172,177,152,95043
8600000US95045,ZCTA5 95045,3270,521,752,1133,864,95045
8600000US95046,ZCTA5 95046,4681,866,1177,1580,1058,95046
8600000US95050,ZCTA5 95050,31119,2553,6043,8531,13992,95050
8600000US95051,ZCTA5 95051,47440,3300,5879,9529,28732,95051
8600000US95053,ZCTA5 95053,3819,0,1470,2269,80,95053
8600000US95054,ZCTA5 95054,19368,1199,2140,3707,12322,95054
8600000US95060,ZCTA5 95060,40802,2324,6003,13925,18550,95060
8600000US95062,ZCTA5 95062,30767,2884,5422,10655,11806,95062
8600000US95064,ZCTA5 95064,10075,25,1722,7591,737,95064
8600000US95065,ZCTA5 95065,6704,455,879,2452,2918,95065
8600000US95066,ZCTA5 95066,12462,433,1863,4170,5996,95066
8600000US95070,ZCTA5 95070,24764,734,1826,3609,18595,95070
8600000US95073,ZCTA5 95073,8952,664,1372,3535,3381,95073
8600000US95075,ZCTA5 95075,311,18,74,149,70,95075
8600000US95076,ZCTA5 95076,63197,19123,15304,17891,10879,95076
8600000US95110,ZCTA5 95110,15659,3621,3064,3421,5553,95110
8600000US95111,ZCTA5 95111,45686,12203,10947,13878,8658,95111
8600000US95112,ZCTA5 95112,51928,8743,10627,16635,15923,95112
8600000US95113,ZCTA5 95113,2059,100,99,436,1424,95113
8600000US95116,ZCTA5 95116,40966,13164,10819,10694,6289,95116
8600000US95117,ZCTA5 95117,23676,2639,4539,6942,9556,95117
8600000US95118,ZCTA5 95118,24021,1653,4119,6715,11534,95118
8600000US95119,ZCTA5 95119,7597,429,1256,2923,2989,95119
8600000US95120,ZCTA5 95120,28692,994,2127,5760,19811,95120
8600000US95121,ZCTA5 95121,29793,6084,5717,9175,8817,95121
8600000US95122,ZCTA5 95122,41765,13806,10584,11218,6157,95122
8600000US95123,ZCTA5 95123,52915,4711,9282,16798,22124,95123
8600000US95124,ZCTA5 95124,38297,2377,5613,10497,19810,95124
8600000US95125,ZCTA5 95125,41448,3354,5468,10826,21800,95125
8600000US95126,ZCTA5 95126,29539,3181,4143,7368,14847,95126
8600000US95127,ZCTA5 95127,50958,11853,13589,14758,10758,95127
8600000US95128,ZCTA5 95128,29654,4188,5845,7417,12204,95128
8600000US95129,ZCTA5 95129,30478,989,3072,5657,20760,95129
8600000US95130,ZCTA5 95130,10971,729,1385,2624,6233,95130
8600000US95131,ZCTA5 95131,25584,3169,3452,5751,13212,95131
8600000US95132,ZCTA5 95132,33702,4430,5493,8894,14885,95132
8600000US95133,ZCTA5 95133,22639,4517,4573,5769,7780,95133
8600000US95134,ZCTA5 95134,24985,1081,2180,3097,18627,95134
8600000US95135,ZCTA5 95135,16973,1057,1801,4152,9963,95135
8600000US95136,ZCTA5 95136,36337,3590,5903,10906,15938,95136
8600000US95138,ZCTA5 95138,15729,1469,1889,3546,8825,95138
8600000US95139,ZCTA5 95139,5623,641,955,1819,2208,95139
8600000US95140,ZCTA5 95140,102,0,31,18,53,95140
8600000US95148,ZCTA5 95148,37762,5710,6545,11552,13955,95148
8600000US95202,ZCTA5 95202,4576,1737,1276,1079,484,95202
8600000US95203,ZCTA5 95203,11681,3267,3889,2951,1574,95203
8600000US95204,ZCTA5 95204,22295,3776,6936,7559,4024,95204
8600000US95205,ZCTA5 95205,26513,9771,10441,5129,1172,95205
8600000US95206,ZCTA5 95206,44059,14068,14929,11027,4035,95206
8600000US95207,ZCTA5 95207,38629,6337,10941,14333,7018,95207
8600000US95209,ZCTA5 95209,32534,4101,8532,13154,6747,95209
8600000US95210,ZCTA5 95210,29415,7532,8965,9932,2986,95210
8600000US95211,ZCTA5 95211,1609,0,8,1564,37,95211
8600000US95212,ZCTA5 95212,21146,4565,5192,6328,5061,95212
8600000US95215,ZCTA5 95215,18204,6868,5971,4205,1160,95215
8600000US95219,ZCTA5 95219,21638,1576,4733,7373,7956,95219
8600000US95220,ZCTA5 95220,5938,1247,1883,1818,990,95220
8600000US95222,ZCTA5 95222,4391,326,1127,2018,920,95222
8600000US95223,ZCTA5 95223,2413,190,597,929,697,95223
8600000US95224,ZCTA5 95224,142,8,16,27,91,95224
8600000US95225,ZCTA5 95225,279,20,152,93,14,95225
8600000US95226,ZCTA5 95226,0,0,0,0,0,95226
8600000US95227,ZCTA5 95227,517,115,79,134,189,95227
